date,open,high,low,close,volume
2022-01-03,174.01337226981713,178.95499096160628,173.895952516217,178.10365295410156,104487900
2022-01-04,178.7103235661365,179.01366782786695,175.27564709368258,175.84320068359375,99310400
2022-01-05,175.75516158524204,176.3031403228598,170.8918278919333,171.1658172607422,94537600
2022-01-06,168.99347567343597,171.53767993498516,167.95622799076347,168.30850219726562,96904000
2022-01-07,169.17940193566972,170.40257420223315,167.35932100577125,168.474853515625,86709100
2022-01-10,165.45116232460057,168.79775959259328,164.5606894006289,168.49441528320312,106765600
2022-01-11,168.62162893365016,171.4202325096092,167.15382233749222,171.3223876953125,76138300
2022-01-12,172.34005950483805,173.37730710526796,171.06797240622825,171.76272583007812,74805200
2022-01-13,172.0073621746904,172.82933029006384,168.10299122971512,168.49441528320312,84505800
2022-01-14,167.66267899736397,170.05031384521072,167.41804452412237,169.35556030273438,80440800
2022-01-18,167.82902257608225,168.83691537487223,165.77410203397278,166.15573120117188,90956700
2022-01-19,166.35139882333922,167.40822126644343,162.37853839338976,162.6623077392578,94815000
2022-01-20,163.3962376065405,166.03828667936338,160.65632878123083,160.979248046875,91420500
2022-01-21,160.8911718694381,162.76018251834915,158.81667665863466,158.92431640625,122848900
2022-01-24,156.58563920962845,158.8167044309835,151.3798104055977,158.1512908935547,162294600
2022-01-25,155.56790544915762,159.26677642977702,153.64998009025078,156.35073852539062,115798400
2022-01-26,159.99093736491258,160.8618354481178,154.43284958250229,156.26271057128906,108275300
2022-01-27,158.96349957568594,160.3236668366123,154.88299779290693,155.80282592773438,121954600
2022-01-28,162.15347733104576,166.69389133962514,159.3059292425837,166.67431640625,179935700
2022-01-31,166.5080288685089,171.24414918238276,165.87197021276285,171.02886962890625,115541600
2022-02-01,170.27540475285699,171.08759314542024,168.6118930145747,170.86253356933594,86213900
2022-02-02,170.99946801633135,172.10522042730014,169.60994623393472,172.06607055664062,84914300
2022-02-03,170.7352853699913,172.4575215973305,168.42593537257994,169.18919372558594,89418100
2022-02-04,168.20939100229583,170.5804825811808,167.22960653014735,168.90504455566406,82465400
2022-02-07,169.36554243968104,170.4335039135459,167.4941505320522,168.18980407714844,77251200
2022-02-08,168.2583925780297,171.80522273077705,167.96445422996524,171.2957305908203,74829200
2022-02-09,172.49106914991745,173.07893089654075,171.36430797248656,172.71641540527344,71285000
2022-02-10,170.61964092504337,171.9325483260604,168.08200312375175,168.64047241210938,90865900
2022-02-11,168.846288443205,169.5811269216294,164.64300397443432,165.2308807373047,98670700
2022-02-14,163.98654956855333,166.15188018995096,163.19292640629095,165.46603393554688,86185500
2022-02-15,167.5137664381475,169.45373566949445,166.80832036305304,169.29696655273438,62527400
